variable_only,coefficient,se,z_value,p_value,ci_low,ci_high,significant,n_coefs,direction,star_label,mode,source_root,partition,indicator,model_type,base_model,activity_type,source_summary,sig
Population (20-55),-0.0037829986427016,0.089602655339139,-0.0422197157928332,0.96632354564252,-0.1794042031074142,0.1718382058220109,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_3,exceeded_quantity,day_walk,day,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Street Intersection Density,-0.0513767079048726,0.0856694271190085,-0.599708783315455,0.5487003335824159,-0.2192887850581293,0.116535369248384,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_3,exceeded_quantity,day_walk,day,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Unemployment,-0.1423800478234538,0.0702644898603561,-2.0263442900734114,0.0427295155723101,-0.2800984479497519,-0.0046616476971557,sig,3,Negative,*,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_3,exceeded_quantity,day_walk,day,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,True
Urbanization Rate,-0.0558539726264671,0.0644447921287893,-0.8666948993309823,0.3861092009139317,-0.1821657651988942,0.0704578199459599,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_3,exceeded_quantity,day_walk,day,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Walkability Index,-0.0551250278863481,0.0816108708348798,-0.6754618266220997,0.4993823963569516,-0.2150823347227126,0.1048322789500163,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_3,exceeded_quantity,day_walk,day,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Building Density,0.0240089813840317,0.0584727342341423,0.4106013118506242,0.6813649016202878,-0.0905975777148871,0.1386155404829506,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_3,exceeded_quantity,night_all,night,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
GDP,-0.037751681837351,0.0798333959181545,-0.4728808214052958,0.6362982084438463,-0.1942251378369339,0.1187217741622317,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_3,exceeded_quantity,night_all,night,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
NDVI,-0.0310656953880493,0.0468368338158747,-0.6632748812649241,0.5071545209406205,-0.1228658896671638,0.0607344988910652,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_3,exceeded_quantity,night_all,night,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Population (20-55),-0.1119303059169995,0.0898381004417604,-1.245911315651212,0.2127969553388914,-0.28801298278285,0.0641523709488509,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_3,exceeded_quantity,night_all,night,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Street Intersection Density,0.1353860339779919,0.0756762499257708,1.7890161591092195,0.0736122131978897,-0.0129394158765189,0.2837114838325029,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_3,exceeded_quantity,night_all,night,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Unemployment,-0.0409337639972132,0.0456808191626926,-0.8960820919482039,0.3702089207243858,-0.1304681695560907,0.0486006415616643,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_3,exceeded_quantity,night_all,night,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Urbanization Rate,0.0245062566232686,0.0381178144468364,0.642908230151755,0.5202836487608156,-0.0502046596925308,0.099217172939068,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_3,exceeded_quantity,night_all,night,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Walkability Index,-0.0828049275520513,0.0531443728775914,-1.5581127985605845,0.1192065112838498,-0.1869678983921306,0.021358043288028,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_3,exceeded_quantity,night_all,night,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Building Density,-0.0957263510430622,0.0769062119166791,-1.2447154613046467,0.2132363605878853,-0.2464625263997534,0.0550098243136289,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_3,exceeded_quantity,night_ride,night,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
GDP,-0.1145356572292972,0.101269922745012,-1.1309938244713291,0.2580576906900515,-0.3130247058095208,0.0839533913509263,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_3,exceeded_quantity,night_ride,night,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
NDVI,-0.0571641409991033,0.0618282710488852,-0.9245631493383653,0.3551931889986867,-0.1783475522549184,0.0640192702567116,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_3,exceeded_quantity,night_ride,night,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Population (20-55),-0.1239649557393633,0.1150362891773568,-1.0776160864180926,0.2812051203207244,-0.3494360825269827,0.1015061710482561,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_3,exceeded_quantity,night_ride,night,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Street Intersection Density,0.0793943751188369,0.100467674373252,0.790247963975709,0.4293829696754485,-0.117522266652737,0.2763110168904109,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_3,exceeded_quantity,night_ride,night,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Unemployment,-0.1216053747063135,0.0602866600552707,-2.017119120462568,0.0436830837317064,-0.2397672284146442,-0.0034435209979828,sig,3,Negative,*,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_3,exceeded_quantity,night_ride,night,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,True
Urbanization Rate,0.0826133763386724,0.0507451307398255,1.6280059807558305,0.1035236176208298,-0.0168470799113855,0.1820738325887305,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_3,exceeded_quantity,night_ride,night,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Walkability Index,-0.0167782966935679,0.0711963248164271,-0.2356623988222588,0.8136946495331794,-0.1563230933337651,0.1227664999466292,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_3,exceeded_quantity,night_ride,night,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Building Density,-157.24592850482176,9177.060152349257,-0.017134673402415,0.9863291775932354,-18144.28382710936,17829.79197009972,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_3,exceeded_quantity,night_run,night,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
GDP,245.83177079754884,9969.542584175422,0.0246582798279788,0.9803275328270394,-19294.47169418628,19786.13523578137,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_3,exceeded_quantity,night_run,night,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
NDVI,-356.94950549225234,8127.208988016394,-0.0439203059769443,0.9649679290887174,-16286.279122004384,15572.38011101988,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_3,exceeded_quantity,night_run,night,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Population (20-55),163.58249765889136,11110.446781404378,0.014723305090906,0.9882529265988774,-21612.893193893688,21940.05818921147,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_3,exceeded_quantity,night_run,night,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Street Intersection Density,-408.5914435837973,13492.688685075487,-0.0302824331844065,0.9758418064360032,-26854.261266331752,26037.078379164155,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_3,exceeded_quantity,night_run,night,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Unemployment,-478.13358643919895,7423.715635759816,-0.0644062367012071,0.9486467641701948,-15028.616232528437,14072.34905965004,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_3,exceeded_quantity,night_run,night,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Urbanization Rate,199.08425715376185,8665.351880260603,0.0229747458504563,0.9816704175229868,-16785.00542815702,17183.173942464542,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_3,exceeded_quantity,night_run,night,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Walkability Index,213.9207203153468,11530.275968067506,0.0185529575274511,0.9851977308235078,-22385.420177096967,22813.261617727658,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_3,exceeded_quantity,night_run,night,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Building Density,-89.7922393064046,9040.046309556918,-0.0099327189520565,0.9920749672140848,-17808.28300603796,17628.698527425153,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_3,exceeded_quantity,night_walk,night,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
GDP,138.9743514436721,9822.840223579617,0.0141480822532433,0.9887118401949218,-19113.79248677237,19391.741189659715,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_3,exceeded_quantity,night_walk,night,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
NDVI,-246.18167598050783,7913.592868686485,-0.0311087113104631,0.975182842412102,-15756.823698606018,15264.460346645004,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_3,exceeded_quantity,night_walk,night,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Population (20-55),142.02475516567955,11542.85151292432,0.0123041308299476,0.9901829716799734,-22481.964210165985,22766.013720497343,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_3,exceeded_quantity,night_walk,night,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Street Intersection Density,-214.35729522949504,13254.104772100663,-0.016172898804958,0.987096456256744,-26192.4026485468,25763.68805808781,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_3,exceeded_quantity,night_walk,night,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Unemployment,-308.3335051614833,7513.2601823445475,-0.0410385768199586,0.96726514189839,-15034.323462556797,14417.65645223383,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_3,exceeded_quantity,night_walk,night,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Urbanization Rate,133.28334251441595,8387.605135657157,0.0158905122926931,0.9873217391418444,-16306.422723373613,16572.989408402445,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_3,exceeded_quantity,night_walk,night,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Walkability Index,134.19721648745423,11209.15589737465,0.0119721072412674,0.9904478686591112,-21835.74834236686,22104.142775341767,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_3,exceeded_quantity,night_walk,night,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Building Density,-0.0549258919785579,0.0587112224924072,-0.935526286914928,0.3495171428025656,-0.1699998880636762,0.0601481041065602,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_4,cehwi,composite_all,composite,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
GDP,0.0258146879317107,0.0846692741786755,0.3048884991884381,0.7604510753243477,-0.1401370894584933,0.1917664653219149,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_4,cehwi,composite_all,composite,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
NDVI,0.181402832780844,0.0534322268778031,3.395007907787623,0.0006862661838428,0.0766756681003499,0.2861299974613382,sig,3,Positive,***,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_4,cehwi,composite_all,composite,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,True
Population (20-55),0.0559602431694696,0.0878896460323009,0.6367103031556557,0.5243135611408644,-0.1163034630538402,0.2282239493927795,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_4,cehwi,composite_all,composite,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Street Intersection Density,0.0037756578134868,0.0740985009170304,0.0509545775793024,0.9593617153379498,-0.1414574039838927,0.1490087196108664,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_4,cehwi,composite_all,composite,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Unemployment,0.0645368090673961,0.0595459940898951,1.083814453915513,0.2784470752552999,-0.0521733393487984,0.1812469574835906,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_4,cehwi,composite_all,composite,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Urbanization Rate,0.0131838683400675,0.0546720268846203,0.2411446783908469,0.8094429859539766,-0.0939733043537883,0.1203410410339233,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_4,cehwi,composite_all,composite,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Walkability Index,0.005430355642583,0.0640331817829241,0.0848053382852699,0.9324161494943556,-0.1200746806519483,0.1309353919371144,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_4,cehwi,composite_all,composite,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Building Density,-0.0532144160970366,0.0466540320027393,-1.1406177304013532,0.2540290356279013,-0.1446563188224056,0.0382274866283324,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_4,cehwi,composite_ride,composite,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
GDP,0.0216130495875852,0.0665087203017071,0.3249656509633745,0.7452070685518675,-0.1087440422037608,0.1519701413789313,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_4,cehwi,composite_ride,composite,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
NDVI,0.1725966057083075,0.0415694954905808,4.152001453744267,3.295801677980672e-05,0.091120394546769,0.254072816869846,sig,3,Positive,***,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_4,cehwi,composite_ride,composite,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,True
Population (20-55),0.064814323619029,0.068933585823552,0.9402430302252516,0.3470929143637349,-0.070295504595133,0.1999241518331911,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_4,cehwi,composite_ride,composite,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Street Intersection Density,-0.0199226632197728,0.0613494343281495,-0.3247407810349036,0.7453772671498877,-0.1401675545029458,0.1003222280634002,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_4,cehwi,composite_ride,composite,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Unemployment,0.0543433868674499,0.0474948081099773,1.144196366508402,0.2525422096522767,-0.0387464370281057,0.1474332107630056,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_4,cehwi,composite_ride,composite,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Urbanization Rate,0.0084854411662873,0.0430922026985166,0.1969136093054596,0.8438951435042679,-0.0759752761228052,0.09294615845538,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_4,cehwi,composite_ride,composite,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Walkability Index,0.0297694179270555,0.0512121789458391,0.581295671065647,0.561041197671306,-0.0706064528067892,0.1301452886609004,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_4,cehwi,composite_ride,composite,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Building Density,-30.80632748838701,3778.846704234833,-0.0081523093947852,0.9934954702477612,-7437.345867788658,7375.733212811884,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_4,cehwi,composite_run,composite,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
GDP,-195.29339523132285,6127.393783325566,-0.0318721796145652,0.9745739848154864,-12204.985210549432,11814.398420086784,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_4,cehwi,composite_run,composite,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
NDVI,-820.0529741844898,3463.9575925829263,-0.2367387452838333,0.8128594748320617,-7609.409855647025,5969.303907278045,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4_Cluster_4,cehwi,composite_run,composite,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
